
"NAM"	"DAT"	"PERIOD"	"КАТО(по отчету)"	"LКАТО(по отчету)"	"ГОКЭД(по каталогу)02"	"LГОКЭД(по каталогу)02"	"ГЗВ"	"LГЗВ"	"VAL"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом"	"4421"	"Всего"	"1"	"21 035 946 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом"	"4421"	"Всего"	"1"	"21 938 723 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"1 604 165 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"215 914 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"1 602 779 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"1 701 569 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Строительство"	"4446"	"Всего"	"1"	"11 264 352 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Строительство"	"4446"	"Всего"	"1"	"1 926 244 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Строительство"	"4446"	"Всего"	"1"	"12 486 317 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Строительство"	"4446"	"Всего"	"1"	"14 798 066 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"1 044 173 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"912 403 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"1 308 435 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"1 673 489 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"2 090 420 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"1 996 538 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"1 900 915 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"2 862 622 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Предоставление услуг по проживанию и питанию"	"4454"	"Всего"	"1"	"19 482 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Предоставление услуг по проживанию и питанию"	"4454"	"Всего"	"1"	"21 231 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Предоставление услуг по проживанию и питанию"	"4454"	"Всего"	"1"	"22 091 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Предоставление услуг по проживанию и питанию"	"4454"	"Всего"	"1"	"22 132 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Информация и связь"	"4456"	"Всего"	"1"	"14 464 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Информация и связь"	"4456"	"Всего"	"1"	"34 148 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"АЛМАТИНСКАЯ ОБЛАСТЬ"	"2898"	"Информация и связь"	"4456"	"Всего"	"1"	"32 431 000.000"
